warmup_accuracy,stream_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,detection_rate,false_positive_rate,binary_f1,mean_inference_latency_ms,p95_inference_latency_ms,mean_training_latency_ms,training_throughput_sps,testing_throughput_sps,peak_memory_mb,model_size_kb,trainable_parameters,warmup_drift_events,stream_drift_events,total_drift_events,selected_features
0.9633862052391252,0.9544256910948018,0.8587983606966242,0.8467695676498388,0.8362138204846552,0.9540040504281802,0.9999976329288008,3.6251810380042756e-05,0.9999502938579777,0.19542106987672597,0.2297,1.5392777802811826,480.77718106203133,2076.828970048768,2172.43359375,201.08984375,15686,29,5,34,51
